Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
1519,8.952644789,1.631657462,8.683736053,8.290952834,Iris-setosa
1520,8.049618864,6.147081285,6.491809061,8.751270225,Iris-setosa
1521,2.930595911,3.426742088,7.255128668,3.370288554,Iris-setosa
1522,3.741728487,4.478202041,1.583391092,8.379881041,Iris-setosa
1523,6.028246303,3.570555515,2.464354065,3.519584933,Iris-setosa
1524,3.853951176,7.922584363,4.009368354,5.269927026,Iris-setosa
1525,5.713615811,1.196623801,5.690860615,9.234364424,Iris-setosa
1526,5.774853548,2.831297567,4.416927772,9.14161752,Iris-setosa
1527,6.007140304,3.415015523,7.243598757,6.052884643,Iris-setosa
1528,7.00416084,5.994751411,6.35082175,3.812937872,Iris-setosa
1529,8.48922356,3.946645576,8.677356173,4.267878678,Iris-setosa
1530,2.119259495,5.062022694,2.628260569,3.873090079,Iris-setosa
1531,3.916642062,9.848628736,3.341562391,1.912341748,Iris-setosa
1532,1.654595336,6.650687795,8.253532562,8.06841718,Iris-setosa
1533,5.870525838,7.151499442,3.961159912,6.221904474,Iris-setosa
1534,2.234890351,7.13026436,3.334390813,3.119609065,Iris-setosa
1535,2.769349512,6.062588137,9.511584646,4.099249916,Iris-setosa
1536,9.347456432,4.587772899,6.310116663,2.472540686,Iris-setosa
1537,1.057110879,6.009088182,2.451585944,3.630531919,Iris-setosa
1538,6.775492106,9.826207728,6.725496486,1.294764799,Iris-setosa
1539,6.450275439,9.259834941,1.990836746,9.387854491,Iris-setosa
1540,9.336204906,7.531214916,3.408637635,6.093391053,Iris-setosa
1541,1.155412297,4.509742102,2.473636882,7.577653097,Iris-setosa
1542,2.074288542,9.044635092,4.745021637,5.562179397,Iris-setosa
1543,4.953863949,8.073934288,5.532415847,6.240973933,Iris-setosa
1544,5.275063065,8.814544603,2.496711278,3.570713482,Iris-setosa
1545,5.151149845,9.886133764,9.722088635,1.373357744,Iris-setosa
1546,9.55617276,5.739881694,1.830631759,8.813169191,Iris-setosa
1547,4.587157073,1.410694517,5.104582699,1.04562198,Iris-setosa
1548,4.665813687,8.793831934,2.666527816,3.026139637,Iris-setosa
1549,2.045889467,8.379014673,4.642939019,6.38051145,Iris-setosa
1550,7.778498744,7.14352371,5.688401592,2.938659371,Iris-setosa
1551,8.594594646,1.657828187,5.964677877,3.689225478,Iris-setosa
1552,7.690804021,9.318280572,9.897369229,9.928536533,Iris-setosa
1553,1.355302657,2.279867985,2.980347703,2.351762035,Iris-setosa
1554,2.147086831,9.615670442,8.899105519,5.584602274,Iris-setosa
1555,7.337688344,7.211264472,9.247302358,2.034076152,Iris-setosa
1556,2.681635072,3.2460578,1.705221796,3.78054411,Iris-setosa
1557,7.15622567,7.44832155,6.519999148,1.061157926,Iris-setosa
1558,7.397248402,5.261181598,6.470192446,9.172390666,Iris-setosa
1559,1.175690435,6.876708774,2.693340616,6.084283271,Iris-setosa
1560,7.311675765,6.493177646,8.472037422,5.384407428,Iris-setosa
1561,1.508948518,3.354408465,2.303011346,3.100270363,Iris-setosa
1562,1.310146911,1.414009235,7.721880808,9.032949911,Iris-setosa
1563,6.149440448,4.115695581,9.844613868,9.017431711,Iris-setosa
1564,8.708636397,7.928398025,3.100112712,4.580299171,Iris-setosa
1565,1.391319856,3.866102836,3.264762475,8.152397537,Iris-setosa
1566,6.71375102,6.229602648,2.713213681,5.83282865,Iris-setosa
1567,2.485527345,5.777264046,8.047775136,5.488612729,Iris-setosa
1568,8.043518239,6.618970059,9.263379495,3.25457021,Iris-setosa
1569,4.420789382,7.795212469,2.391264123,4.70008151,Iris-setosa
1570,2.996430654,1.331168294,9.404848409,1.16652913,Iris-setosa
1571,7.098312278,9.729585292,7.300644366,7.427897444,Iris-setosa
1572,4.894972224,9.798428735,2.127861877,1.735845766,Iris-setosa
1573,5.872606862,5.304149846,7.301441023,9.745913922,Iris-setosa
1574,2.14643494,1.486134315,5.54740763,7.445674518,Iris-setosa
1575,5.204904401,9.878443025,1.980391198,1.517362721,Iris-setosa
1576,8.594348216,2.740297641,9.149506793,1.791686303,Iris-setosa
1577,2.435809048,8.883777536,1.806709619,4.969381766,Iris-setosa
1578,8.405882052,3.388373311,7.887978107,1.805398703,Iris-setosa
1579,3.768466337,1.93033223,5.265770971,9.603172084,Iris-setosa
1580,6.596901999,2.732937441,4.16676538,6.505184934,Iris-setosa
1581,3.580885342,9.409099395,2.108467926,9.805962422,Iris-setosa
1582,6.14170257,5.726216266,2.742115475,8.452604507,Iris-setosa
1583,8.820823084,2.155233583,9.680728228,1.572898614,Iris-setosa
1584,5.606579233,5.910361105,4.727560156,6.159915008,Iris-setosa
1585,1.490407474,2.561061747,5.406695125,1.538829304,Iris-setosa
1586,9.64620088,6.292188636,1.949096009,1.24785066,Iris-setosa
1587,5.376572411,5.565212037,3.286269932,9.140778864,Iris-setosa
1588,3.162270037,2.02059205,7.328998898,8.074173095,Iris-setosa
1589,6.416390859,4.644860495,5.108370959,1.0583183,Iris-setosa
1590,2.226327468,1.08130441,6.333570158,4.522935944,Iris-setosa
1591,3.733704134,9.998643319,3.042768628,3.835563972,Iris-setosa
1592,5.67504299,3.645408029,9.458602676,5.333522967,Iris-setosa
1593,3.290297473,6.094572669,6.672490611,9.599767712,Iris-setosa
1594,3.3435304,4.204358033,9.744616939,5.292377081,Iris-setosa
1595,1.197993698,8.467597203,5.699743651,2.605893624,Iris-setosa
1596,7.285966163,5.268695129,4.897282341,6.270719818,Iris-setosa
1597,8.379483828,9.051143936,7.415640325,6.939599431,Iris-setosa
1598,4.154677396,9.5930808,6.655745749,2.128156543,Iris-setosa
1599,4.19007686,9.96226967,3.553786786,3.69412784,Iris-setosa
1600,4.053705071,8.019766375,2.426298723,8.281556712,Iris-setosa
1601,3.553985677,8.916825747,4.733757173,1.224918628,Iris-setosa
1602,6.988385021,9.311148539,6.324810127,9.928342331,Iris-setosa
1603,6.404944182,2.469233117,4.070483386,3.471745052,Iris-setosa
1604,6.259432703,3.154938684,3.635919922,4.863543107,Iris-setosa
1605,3.906764464,1.288014242,1.303910504,1.417748494,Iris-setosa
1606,2.107974571,5.095228314,3.497488934,4.495330278,Iris-setosa
1607,9.96249492,2.850452496,3.11598723,5.523144502,Iris-setosa
1608,1.887159974,1.244188396,5.584062576,2.380543145,Iris-setosa
1609,8.328624522,5.433170668,4.437150561,8.286131444,Iris-setosa
1610,2.808933978,5.682640389,5.870665662,5.762759851,Iris-setosa
1611,3.675970289,8.964490509,3.263615525,3.337478403,Iris-setosa
1612,1.740135995,3.681851401,9.200631353,2.339587634,Iris-setosa
1613,8.978993511,8.330592885,9.051368196,4.014118841,Iris-setosa
1614,5.06658639,1.943129906,4.404552862,2.364855682,Iris-setosa
1615,9.179016719,1.65145203,1.504548851,2.919582227,Iris-setosa
1616,5.396696101,6.97571997,6.296059111,9.218474388,Iris-setosa
1617,1.116915269,4.601246916,8.833173891,6.99753163,Iris-setosa
1618,3.397257746,5.756967103,2.38940841,2.1282532,Iris-setosa
1619,8.603295581,7.399434922,1.946953534,8.065208441,Iris-setosa
1620,4.705895629,4.865467593,1.677332005,2.005388629,Iris-setosa
1621,5.593174017,9.537048923,1.553390414,9.829619912,Iris-setosa
1622,7.728628852,1.082941405,3.697272529,6.297290117,Iris-setosa
1623,4.739947398,6.845603767,9.918175494,7.427277704,Iris-setosa
1624,6.241613096,1.470023039,2.527610986,7.330845769,Iris-setosa
1625,7.440339388,6.692090428,4.704632544,9.925476209,Iris-setosa
1626,4.903508171,3.258538011,9.278055303,4.745760976,Iris-setosa
1627,2.426115229,1.941736254,6.454849716,3.807662354,Iris-setosa
1628,7.015910346,2.277952697,3.292077252,6.602922281,Iris-setosa
1629,3.336497649,5.344083142,3.712578718,2.555421465,Iris-setosa
1630,8.879593145,8.433246699,5.002032381,7.616023951,Iris-setosa
1631,3.860129185,5.169113694,3.09546686,3.907512493,Iris-setosa
1632,9.934093295,4.007320394,9.963394341,6.46760638,Iris-setosa
1633,7.304353535,4.961504825,8.555783755,6.450335022,Iris-setosa
1634,7.079873299,7.462387593,6.525391781,4.14914754,Iris-setosa
1635,6.332756086,5.162878147,1.503432404,8.006969467,Iris-setosa
1636,5.183281223,7.31628086,5.792125659,8.906278332,Iris-setosa
1637,7.726262641,9.094889006,2.702677329,1.466349404,Iris-setosa
1638,5.898277298,7.212421878,3.155315362,1.963613237,Iris-setosa
1639,1.452196992,3.22809319,2.438730594,3.227143725,Iris-setosa
1640,4.191404522,5.192037547,5.573387914,3.96122922,Iris-setosa
1641,9.118962288,5.695139371,1.02855991,9.483295126,Iris-setosa
1642,8.97931853,3.775249034,9.550595069,6.330968909,Iris-setosa
1643,1.313785698,1.183081879,8.219409663,9.84620695,Iris-setosa
1644,6.697703403,5.414204133,8.802752243,2.325048508,Iris-setosa
1645,7.62830502,7.169544899,3.760661586,3.570953499,Iris-setosa
1646,5.070340659,3.673610451,9.718127323,1.595034551,Iris-setosa
1647,4.682955638,9.869652763,7.740031897,4.858605942,Iris-setosa
1648,8.490675844,1.561061811,1.113723227,6.34687742,Iris-setosa
1649,7.746168904,9.036743583,3.855346002,3.218622468,Iris-setosa
1650,7.206270248,3.24543626,8.785344559,5.768541017,Iris-setosa
1651,2.294473986,8.944308745,6.186075412,6.001235488,Iris-setosa
1652,2.056613434,5.280366448,2.64973215,2.448545659,Iris-setosa
1653,8.652884051,7.781744492,2.321593618,3.023098322,Iris-setosa
1654,3.863072328,3.375757902,4.620917373,5.087896163,Iris-setosa
1655,1.180962676,3.738310353,2.508146561,9.265206817,Iris-setosa
1656,5.054714236,4.276709351,7.614308348,2.309359517,Iris-setosa
1657,8.807858597,3.44382674,7.083052457,6.73043912,Iris-setosa
1658,8.965016257,2.229908442,4.554015422,9.917894859,Iris-setosa
1659,7.952822557,4.994728018,7.772763542,7.313146483,Iris-setosa
1660,2.906545351,5.082304938,5.345711206,5.100054709,Iris-setosa
1661,3.969320551,2.448632137,3.673120656,4.664412295,Iris-setosa
1662,6.713802577,3.056309594,9.153656364,7.977980691,Iris-setosa
1663,9.082579445,6.492828368,2.873111344,9.328291983,Iris-setosa
1664,1.235104398,2.607992073,9.345426494,3.05615174,Iris-setosa
1665,9.569228171,7.872140907,9.223015853,6.946005159,Iris-setosa
1666,4.677630347,2.708210836,5.397248572,7.503766529,Iris-setosa
1667,5.891810945,4.172480999,1.217654438,8.166636446,Iris-setosa
1668,6.335560519,4.711615927,8.143329878,9.781655713,Iris-setosa
1669,3.523673775,5.010688681,8.07468765,9.426993949,Iris-setosa
1670,5.416950842,4.416335655,1.10682436,8.301623523,Iris-setosa
1671,9.821336558,4.382094879,1.44571424,9.170150302,Iris-setosa
1672,1.204736632,4.881577474,9.984366081,9.562741524,Iris-setosa
1673,3.98108012,3.357725324,7.064567881,8.728121423,Iris-setosa
1674,8.394230485,8.959451413,7.406361198,2.367950268,Iris-setosa
1675,3.57040405,1.431479964,1.429840327,8.515575304,Iris-setosa
1676,1.23180021,1.658117372,6.934436082,9.9630267,Iris-setosa
1677,2.581499159,8.517916852,8.534929439,2.150955165,Iris-setosa
1678,6.444557492,1.527131021,6.299527858,5.737446075,Iris-setosa
1679,9.286409983,6.406348987,8.106775314,7.667989732,Iris-setosa
1680,3.411076591,7.809672473,5.231091079,5.177312854,Iris-setosa
1681,4.757024143,4.822835352,1.974767626,9.236328037,Iris-setosa
1682,6.532644665,6.942191214,7.10894813,2.918789888,Iris-setosa
1683,8.611213224,4.775199887,7.137732538,8.945826071,Iris-setosa
1684,6.006528759,2.427775682,3.53583999,3.878979061,Iris-setosa
1685,9.766737549,6.866087904,1.092783903,9.555631655,Iris-setosa
1686,5.323869125,9.737043868,9.014010456,8.863539836,Iris-setosa
1687,4.490524077,7.373058255,9.179090193,1.528436968,Iris-setosa
1688,6.199162005,2.538013428,8.200484138,4.853589746,Iris-setosa
1689,5.929401685,6.5946735,6.40148781,1.885041086,Iris-setosa
1690,2.397281744,1.838238531,6.567033634,2.665060065,Iris-setosa
1691,3.288923421,2.188808513,8.904797948,6.992377802,Iris-setosa
1692,8.818074048,8.416275831,7.862146872,9.916733779,Iris-setosa
1693,4.99686286,3.177279085,1.702755315,1.988856802,Iris-setosa
1694,1.355023679,5.408906891,9.476022288,8.449520182,Iris-setosa
1695,7.135004125,7.139584151,1.70097208,1.536393536,Iris-setosa
1696,9.329813084,6.78089324,6.886525102,7.233088909,Iris-setosa
1697,8.703877898,6.577959564,9.428100059,1.345422507,Iris-setosa
1698,3.524743957,2.697015018,5.924177313,5.756743942,Iris-setosa
1699,4.614548389,1.483137784,7.776334881,3.873988358,Iris-setosa
1700,9.975667326,3.862612273,2.955119242,4.194833981,Iris-setosa
1701,9.426804828,7.484886301,8.56773179,7.754639096,Iris-setosa
1702,4.933948453,6.684541578,3.131247089,3.570658248,Iris-setosa
1703,4.230356501,3.975242299,9.250071249,4.908190435,Iris-setosa
1704,7.364972964,6.027445969,8.916387971,9.100576445,Iris-setosa
1705,4.120025273,6.68239729,2.335968169,3.334659905,Iris-setosa
1706,5.086724756,5.72007986,6.038956742,2.142259848,Iris-setosa
1707,7.657010585,3.599225693,5.866449808,4.640417771,Iris-setosa
1708,4.382217624,3.222184408,7.20664935,8.557932525,Iris-setosa
1709,1.63801878,4.292503726,9.260905801,6.705757056,Iris-setosa
1710,6.761443919,3.691340017,1.99863095,7.444420403,Iris-setosa
1711,1.950332306,8.694171522,5.077072503,6.566732673,Iris-setosa
1712,9.904105953,2.37646717,6.62995278,3.147963284,Iris-setosa
1713,4.562824008,6.46652021,9.289085719,8.140852077,Iris-setosa
1714,7.160022303,2.456674868,7.029401683,5.418411222,Iris-setosa
1715,7.211240036,8.913102978,2.783350928,8.218770999,Iris-setosa
1716,9.148673993,2.075590743,5.504510775,9.031783313,Iris-setosa
1717,3.147098302,6.827639826,6.995934277,5.80571817,Iris-setosa
1718,4.346739284,5.102525247,1.463128853,5.72902595,Iris-setosa
1719,6.121045357,7.367800698,7.535340467,2.830541706,Iris-setosa
1720,8.528909869,8.839899726,7.791682195,8.314370785,Iris-setosa
1721,9.900169963,7.83937014,1.612954744,5.191558405,Iris-setosa
1722,6.672590626,4.316044137,8.457325215,2.624292898,Iris-setosa
1723,5.627922281,9.728610338,5.781292422,2.223312562,Iris-setosa
1724,3.126252156,1.747056101,9.202399214,8.667400581,Iris-setosa
1725,7.093645851,9.162324686,5.185368428,8.679818865,Iris-setosa
1726,4.99556917,3.056468427,1.926243064,4.955529963,Iris-setosa
1727,3.050807035,2.996649028,8.917855945,3.890983075,Iris-setosa
1728,3.454910682,8.248202088,8.343059801,7.298299366,Iris-setosa
1729,3.237053799,7.762718352,9.171755883,8.464524355,Iris-setosa
1730,5.424941001,5.636346204,9.457791001,4.332336811,Iris-setosa
1731,9.837284564,4.04500095,5.03108179,5.09223325,Iris-setosa
1732,1.81287232,1.806091159,4.240815788,6.748759919,Iris-setosa
1733,4.863419235,6.034221783,9.669949896,3.357195764,Iris-setosa
1734,7.209982205,7.486687937,5.682724604,9.728565178,Iris-setosa
1735,4.257074302,8.953432206,1.647464608,1.448121397,Iris-setosa
1736,8.336033594,4.690819939,6.223048114,3.341637568,Iris-setosa
1737,5.315236227,2.352324773,3.646034449,9.59985959,Iris-setosa
1738,1.267281755,7.573516605,9.355049626,1.363180291,Iris-setosa
1739,5.841765136,9.471011237,1.442151798,9.354458578,Iris-setosa
1740,6.109034358,1.249756885,8.165996652,9.934421681,Iris-setosa
1741,2.516541023,7.74037188,6.485171142,6.277395811,Iris-setosa
1742,4.146358527,6.032737514,5.3541255,7.98962296,Iris-setosa
1743,8.201798307,9.774987796,1.567084707,8.399570489,Iris-setosa
1744,4.574788025,6.394249594,5.686604573,2.467813821,Iris-setosa
1745,9.770634828,8.03756417,8.350159028,4.11739738,Iris-setosa
1746,3.496205823,5.827680754,9.163427259,6.081110295,Iris-setosa
1747,4.9620272,7.304097713,6.77908737,3.915291979,Iris-setosa
1748,2.193319409,6.161635934,4.32142552,1.359868668,Iris-setosa
1749,4.570864273,5.07644696,8.193365869,8.962609701,Iris-setosa
1750,8.023534652,4.414856494,4.415341583,4.225660335,Iris-setosa
1751,4.335135467,2.230427894,4.829589083,2.726106799,Iris-setosa
1752,8.070411956,3.800455524,8.145648088,4.72030458,Iris-setosa
1753,7.200042884,5.752184869,5.998033148,2.577827056,Iris-setosa
1754,3.70690188,3.016724419,2.016329806,8.709776377,Iris-setosa
1755,7.44081424,6.436338479,7.696030924,3.926806521,Iris-setosa
1756,6.107466135,7.656889318,9.993183152,2.805287091,Iris-setosa
1757,4.075933681,3.725642179,8.289589978,2.577871463,Iris-setosa
1758,7.050032078,1.720661687,1.311147769,9.152165241,Iris-setosa
1759,9.046061417,6.160478626,7.624659109,1.394809322,Iris-setosa
1760,9.63257854,1.878001303,5.141239592,9.365849354,Iris-setosa
1761,5.710999009,2.993680487,5.66712994,9.279302115,Iris-setosa
1762,6.448925844,8.613706348,7.139066009,3.227185345,Iris-setosa
1763,4.450032694,3.804543142,8.897944342,7.259495903,Iris-setosa
1764,4.64296582,3.707163065,2.710748411,1.61737118,Iris-setosa
1765,5.523841725,7.707244121,3.629214712,7.415866665,Iris-setosa
1766,2.184884957,1.240805636,9.151472396,2.382155201,Iris-setosa
1767,7.182876001,6.15189172,2.547296822,9.94004762,Iris-setosa
1768,8.88333111,3.298250102,4.978607116,8.910087569,Iris-setosa
1769,3.964908534,7.680581291,7.22287378,7.145091738,Iris-setosa
1770,3.927868329,5.289650568,2.931072656,4.715236263,Iris-setosa
1771,2.261944903,7.895181978,1.035083249,8.460486561,Iris-setosa
1772,4.449648067,9.54814666,5.298481337,2.298049647,Iris-setosa
1773,6.448973429,6.897203513,6.744395148,9.42936835,Iris-setosa
1774,3.525844717,6.148294489,4.900510318,1.725797685,Iris-setosa
1775,5.202961875,8.433155913,4.369308916,2.92275556,Iris-setosa
1776,3.471622285,2.706790253,3.902599843,7.093771544,Iris-setosa
1777,8.390902303,5.701037645,8.858954041,6.495659298,Iris-setosa
1778,6.92432978,8.092080558,5.172482175,1.737752673,Iris-setosa
1779,4.784268981,4.688173462,3.71658461,3.998068301,Iris-setosa
1780,4.975533722,8.613532602,9.397844404,9.817735831,Iris-setosa
1781,8.977105994,2.072841624,5.314011325,3.303756552,Iris-setosa
1782,3.601323395,5.211477309,5.744209299,3.754021945,Iris-setosa
1783,5.375497802,2.352407475,1.418257073,6.552915306,Iris-setosa
1784,8.150207321,7.894063995,9.167828229,3.161399139,Iris-setosa
1785,9.437424626,2.202451923,9.097717796,3.876411339,Iris-setosa
1786,4.676265501,7.301928187,3.075773333,7.812099519,Iris-setosa
1787,1.622225707,4.667506857,6.016162194,4.223609009,Iris-setosa
1788,2.385702167,3.143478687,2.294439223,9.665016327,Iris-setosa
1789,9.395092361,3.812665253,5.533603655,3.682265051,Iris-setosa
1790,3.102811872,4.149128855,7.062722468,1.14799537,Iris-setosa
1791,8.891461215,2.397613734,2.761002656,8.108045736,Iris-setosa
1792,9.385014038,3.869163868,4.375128827,2.325610833,Iris-setosa
1793,1.767692528,4.007787336,2.647210468,3.034774043,Iris-setosa
1794,8.085884298,8.117791765,2.563591788,2.691116645,Iris-setosa
1795,8.53643017,1.189527215,6.624884494,8.534095929,Iris-setosa
1796,8.740922083,1.055265763,1.219720713,8.103293685,Iris-setosa
1797,6.184548761,8.050932439,3.120925092,8.810875236,Iris-setosa
1798,4.808076445,9.667228737,6.104057907,2.996708619,Iris-setosa
1799,8.8900652,9.732302721,3.351217313,1.066282168,Iris-setosa
1800,4.557048354,5.445462089,2.196839374,2.797447921,Iris-setosa
1801,6.279610961,5.885568131,5.020125067,2.47817542,Iris-setosa
1802,9.562388839,3.090494407,8.908142511,7.874880472,Iris-setosa
1803,3.520667649,6.094092658,8.974555723,7.010944698,Iris-setosa
1804,9.425161619,1.903948628,7.429326653,7.252931729,Iris-setosa
1805,3.29440105,6.057654472,9.28986974,5.33463615,Iris-setosa
1806,8.954505246,6.722230456,5.876967327,6.588648565,Iris-setosa
1807,5.631516165,5.647183258,5.710843706,8.21000711,Iris-setosa
